Width,Height,Label
0.25149700598802394,0.3112244897959184,Simone
0.14446107784431136,0.5,Kylie
0.19236526946107785,0.4200680272108844,Zendaya
0.2215568862275449,0.20068027210884354,Beiber
0.23502994011976047,0.195578231292517,Monroe
0.08233532934131736,0.2261904761904762,Diamond
0.2118263473053892,0.3520408163265306,Oprah
0.20434131736526945,0.3010204081632653,Markle
0.5059880239520959,0.5204081632653061,bot
0.34655688622754494,0.4336734693877551,npc
0.6736526946107785,0.5034013605442177,anime
0.6025449101796407,0.7534013605442177,fantasia
0.812874251497006,0.9914965986394558,westworld
0.5770958083832335,0.7448979591836735,PS3
0.6212574850299402,0.445578231292517,wwe
0.6160179640718563,0.5918367346938775,neuron
0.686377245508982,0.5357142857142857,silicon
0.5845808383233533,0.4030612244897959,gucci
0.717814371257485,0.6921768707482994,prada
0.3300898203592814,0.23469387755102042,lion
0.25748502994011974,0.29081632653061223,tigress
0.4573353293413174,0.5884353741496599,synth
0.4782934131736527,0.685374149659864,matrix
0.40194610778443113,0.3469387755102041,stranger
0.5194610778443114,0.6360544217687075,traffic
0.5538922155688623,0.7465986394557823,violent
0.7604790419161677,0.6615646258503401,PG
0.5329341317365269,0.5884353741496599,merch
0.592814371257485,0.7585034013605442,email
0.11152694610778444,0.1717687074829932,block
0.3997005988023952,0.717687074829932,crypto
0.5778443113772455,0.9149659863945578,comp
0.13922155688622753,0.35374149659863946,Zari
0.1624251497005988,0.28741496598639454,Tyson
0.2866766467065868,0.27721088435374147,Simone
0.12724550898203593,0.33503401360544216,Kylie
0.11901197604790419,0.5017006802721088,Zendaya
0.16766467065868262,0.21428571428571427,Beiber
0.2619760479041916,0.195578231292517,Monroe
0.23577844311377247,0.2568027210884354,Diamond
0.19011976047904192,0.46598639455782315,Oprah
0.1751497005988024,0.39285714285714285,Markle
0.5890718562874252,0.5935374149659864,bot
0.5471556886227545,0.5510204081632653,npc
0.6781437125748503,0.5425170068027211,anime
0.6235029940119761,0.7908163265306123,fantasia
0.6167664670658682,0.5374149659863946,westworld
0.3375748502994012,0.5663265306122449,PS3
0.48877245508982037,0.4557823129251701,wwe
0.5606287425149701,0.5850340136054422,neuron
0.6384730538922155,0.6292517006802721,silicon
0.6826347305389222,0.4846938775510204,gucci
0.5119760479041916,0.6564625850340136,prada
0.5044910179640718,0.3656462585034014,lion
0.3338323353293413,0.6326530612244898,tigress
0.5606287425149701,0.564625850340136,synth
0.3226047904191617,0.5578231292517006,matrix
0.5860778443113772,0.5187074829931972,stranger
0.37799401197604793,0.48639455782312924,traffic
0.6788922155688623,0.5731292517006803,violent
0.39895209580838326,0.7517006802721088,PG
0.42664670658682635,0.5697278911564626,merch
0.18413173652694612,0.3112244897959184,email
0.4468562874251497,0.42857142857142855,block
0.5538922155688623,0.6870748299319728,crypto
0.31362275449101795,0.3843537414965986,comp
0.1474550898203593,0.4336734693877551,Zari
0.16841317365269462,0.29081632653061223,Tyson
0.2252994011976048,0.3197278911564626,Simone
0.15793413173652696,0.41496598639455784,Kylie
0.15119760479041916,0.5255102040816326,Zendaya
0.20808383233532934,0.3299319727891156,Beiber
0.23278443113772454,0.17857142857142858,Monroe
0.09131736526946108,0.26360544217687076,Diamond
0.10853293413173652,0.3486394557823129,Oprah
0.17589820359281438,0.27721088435374147,Markle
0.7215568862275449,0.7210884353741497,bot
0.5164670658682635,0.6224489795918368,npc
0.41092814371257486,0.4370748299319728,anime
0.8375748502994012,0.7414965986394558,fantasia
0.46407185628742514,0.6105442176870748,westworld
0.4820359281437126,0.4914965986394558,PS3
0.5029940119760479,0.4812925170068027,wwe
0.7567365269461078,0.5289115646258503,neuron
0.5471556886227545,0.4710884353741497,silicon
0.5411676646706587,0.5408163265306123,gucci
0.5059880239520959,0.5527210884353742,prada
0.42889221556886226,0.42517006802721086,lion
0.6452095808383234,0.7074829931972789,tigress
0.48353293413173654,0.9268707482993197,synth
0.561377245508982,0.3792517006802721,matrix
0.6991017964071856,0.6598639455782312,stranger
0.7050898203592815,0.5782312925170068,traffic
0.6916167664670658,0.33843537414965985,violent
0.5351796407185628,0.6122448979591837,PG
0.6631736526946108,0.6020408163265306,merch
0.6429640718562875,0.6360544217687075,email
0.5838323353293413,0.8452380952380952,block
0.5044910179640718,0.6224489795918368,crypto
0.43038922155688625,0.6632653061224489,comp
0.1751497005988024,0.18877551020408162,Zari
0.18188622754491018,0.21768707482993196,Tyson
0.22005988023952097,0.2653061224489796,Simone
0.20359281437125748,0.33503401360544216,Kylie
0.14595808383233533,0.3877551020408163,Zendaya
0.2215568862275449,0.20408163265306123,Beiber
0.21032934131736528,0.21428571428571427,Monroe
0.2372754491017964,0.272108843537415,Diamond
0.20508982035928144,0.38945578231292516,Oprah
0.18862275449101795,0.22448979591836735,Markle
0.4214071856287425,0.42857142857142855,bot
0.6190119760479041,0.6530612244897959,npc
0.5553892215568862,0.5221088435374149,anime
0.23053892215568864,0.5493197278911565,fantasia
0.47979041916167664,0.45918367346938777,westworld
0.48952095808383234,0.5952380952380952,PS3
0.4940119760479042,0.5187074829931972,wwe
0.7971556886227545,0.6445578231292517,neuron
0.5718562874251497,0.5986394557823129,silicon
0.45434131736526945,0.4302721088435374,gucci
0.561377245508982,0.5391156462585034,prada
0.5568862275449101,0.6955782312925171,lion
0.40793413173652693,0.41156462585034015,tigress
0.7230538922155688,0.5969387755102041,synth
0.437125748502994,0.5782312925170068,matrix
0.5755988023952096,0.44047619047619047,stranger
0.6070359281437125,0.4336734693877551,traffic
0.5164670658682635,0.641156462585034,violent
0.10553892215568862,0.1989795918367347,PG
0.6788922155688623,0.7125850340136054,merch
0.24476047904191617,0.4268707482993197,email
0.3712574850299401,0.3758503401360544,block
0.3727544910179641,0.3299319727891156,crypto
0.8420658682634731,0.6156462585034014,comp
0.15718562874251496,0.23809523809523808,Zari
0.1691616766467066,0.3163265306122449,Tyson
0.20508982035928144,0.20578231292517007,Simone
0.16467065868263472,0.3707482993197279,Kylie
0.16691616766467066,0.4557823129251701,Zendaya
0.18637724550898205,0.21258503401360543,Beiber
0.22679640718562874,0.21598639455782312,Monroe
0.06511976047904192,0.16326530612244897,Diamond
0.1474550898203593,0.195578231292517,Oprah
0.2125748502994012,0.2602040816326531,Markle
0.35853293413173654,0.23469387755102042,bot
0.4573353293413174,0.5034013605442177,npc
0.5486526946107785,0.7380952380952381,anime
0.3555389221556886,0.3877551020408163,fantasia
0.7724550898203593,0.6785714285714286,westworld
0.5748502994011976,0.6343537414965986,PS3
0.5823353293413174,0.6513605442176871,wwe
0.35104790419161674,0.3758503401360544,neuron
0.6070359281437125,0.6564625850340136,silicon
0.5718562874251497,0.5408163265306123,gucci
0.6369760479041916,0.5952380952380952,prada
0.8562874251497006,0.7244897959183674,lion
0.6272455089820359,0.6190476190476191,tigress
0.5973053892215568,0.41496598639455784,synth
0.6040419161676647,0.5680272108843537,matrix
0.6586826347305389,0.5476190476190477,stranger
0.4258982035928144,0.5612244897959183,traffic
0.4416167664670659,0.47278911564625853,violent
0.3061377245508982,0.445578231292517,PG
0.9019461077844312,0.4268707482993197,merch
0.5770958083832335,0.576530612244898,email
0.4341317365269461,0.6224489795918368,block
0.5329341317365269,0.34183673469387754,crypto
0.6579341317365269,0.6156462585034014,comp
0.16691616766467066,0.2755102040816326,Zari
0.14820359281437126,0.22448979591836735,Tyson
0.17290419161676646,0.17517006802721088,Simone
0.25299401197604793,0.4166666666666667,Kylie
0.20958083832335328,0.28061224489795916,Zendaya
0.17589820359281438,0.21768707482993196,Beiber
0.16541916167664672,0.21428571428571427,Monroe
0.25449101796407186,0.1683673469387755,Diamond
0.21032934131736528,0.23979591836734693,Oprah
0.22604790419161677,0.32482993197278914,Markle
0.4535928143712575,0.7414965986394558,bot
0.532185628742515,0.6819727891156463,npc
0.7514970059880239,0.5884353741496599,anime
0.5838323353293413,0.5935374149659864,fantasia
0.5299401197604791,0.44047619047619047,westworld
0.5988023952095808,0.6122448979591837,PS3
0.4505988023952096,0.36394557823129253,wwe
0.4812874251497006,0.39965986394557823,neuron
0.5336826347305389,0.5561224489795918,silicon
0.22230538922155688,0.41156462585034015,gucci
0.10254491017964072,0.2602040816326531,prada
0.44236526946107785,0.5272108843537415,lion
0,0,tigress
0.4752994011976048,0.6071428571428571,synth
0.5366766467065869,0.7397959183673469,matrix
0.7110778443113772,0.7040816326530612,stranger
0.46182634730538924,0.36054421768707484,traffic
0.6407185628742516,0.5119047619047619,violent
0.5523952095808383,0.5714285714285714,PG
0.4842814371257485,0.6394557823129252,merch
0.5419161676646707,0.5,email
0.7267964071856288,0.5408163265306123,block
0.5785928143712575,0.4217687074829932,crypto
0.5217065868263473,0.3520408163265306,comp
0.16991017964071856,0.2602040816326531,Zari
0.18113772455089822,0.2755102040816326,Tyson
0.25898203592814373,0.3129251700680272,Simone
0.15494011976047903,0.3877551020408163,Kylie
0.12649700598802396,0.48299319727891155,Zendaya
0.1474550898203593,0.2976190476190476,Beiber
0.19835329341317365,0.2789115646258503,Monroe
0.08008982035928144,0.20068027210884354,Diamond
0.13697604790419163,0.21258503401360543,Oprah
0.22604790419161677,0.30272108843537415,Markle
0.6534431137724551,0.4931972789115646,bot
0.46781437125748504,0.7210884353741497,npc
0.657185628742515,0.5085034013605442,anime
0.27619760479041916,0.6479591836734694,fantasia
0.5022455089820359,0.6207482993197279,westworld
0.6579341317365269,0.5833333333333334,PS3
0.5733532934131736,0.8010204081632653,wwe
0.5291916167664671,0.6768707482993197,neuron
0.7110778443113772,0.6479591836734694,silicon
0.5022455089820359,0.5612244897959183,gucci
0.5381736526946108,0.7040816326530612,prada
0.25,0.25510204081632654,lion
0.4723053892215569,0.7414965986394558,tigress
0.43637724550898205,0.5544217687074829,synth
0.6788922155688623,0.6377551020408163,matrix
0.6205089820359282,0.9183673469387755,stranger
0.5067365269461078,0.6751700680272109,traffic
0.3555389221556886,0.6020408163265306,violent
0.3929640718562874,0.467687074829932,PG
0.5568862275449101,0.5884353741496599,merch
0.7866766467065869,0.6003401360544217,email
0.5209580838323353,0.4574829931972789,block
0.49251497005988026,0.5748299319727891,crypto
0.6579341317365269,0.5663265306122449,comp
0.17889221556886228,0.41836734693877553,Zari
0.17889221556886228,0.3758503401360544,Tyson
0.24251497005988024,0.34523809523809523,Simone
0.17065868263473055,0.336734693877551,Kylie
0.17290419161676646,0.3979591836734694,Zendaya
0.14520958083832336,0.2465986394557823,Beiber
0.23877245508982037,0.3163265306122449,Monroe
0.07934131736526946,0.2108843537414966,Diamond
0.19760479041916168,0.2653061224489796,Oprah
0.2342814371257485,0.20578231292517007,Markle
0.2964071856287425,0.3656462585034014,bot
0.5748502994011976,0.5,npc
0.5074850299401198,0.6122448979591837,anime
0.47305389221556887,0.6632653061224489,fantasia
0.6586826347305389,0.6836734693877551,westworld
0.5576347305389222,0.5425170068027211,PS3
0.4468562874251497,0.35374149659863946,wwe
0.5568862275449101,0.4744897959183674,neuron
0.4663173652694611,1,silicon
0.6467065868263473,0.38605442176870747,gucci
0.6115269461077845,0.6139455782312925,prada
0.7342814371257484,0.5833333333333334,lion
0.6946107784431138,0.5561224489795918,tigress
0.5217065868263473,0.8061224489795918,synth
0.42065868263473055,0.6156462585034014,matrix
0.9790419161676647,0.5595238095238095,stranger
0.6961077844311377,0.4608843537414966,traffic
0.34880239520958084,0.2976190476190476,violent
0.4086826347305389,0.29931972789115646,PG
0.49550898203592814,0.42517006802721086,merch
0.7245508982035929,0.5782312925170068,email
0.3787425149700599,0.36054421768707484,block
0.40718562874251496,0.5391156462585034,crypto
0.6287425149700598,0.47959183673469385,comp
0.15419161676646706,0.1836734693877551,Zari
0.1781437125748503,0.2602040816326531,Tyson
0.19910179640718562,0.19047619047619047,Simone
0.12425149700598802,0.2602040816326531,Kylie
0.2245508982035928,0.2976190476190476,Zendaya
0.23203592814371257,0.2465986394557823,Beiber
0.17664670658682635,0.24319727891156462,Monroe
0.2028443113772455,0.2227891156462585,Diamond
0.15868263473053892,0.35374149659863946,Oprah
0.16392215568862276,0.1921768707482993,Markle
0.4416167664670659,0.5510204081632653,bot
0.6055389221556886,0.6462585034013606,npc
0.2522455089820359,0.21258503401360543,anime
0.7267964071856288,0.5527210884353742,fantasia
0.688622754491018,0.2857142857142857,westworld
0.593562874251497,0.7465986394557823,PS3
0.6354790419161677,0.6071428571428571,wwe
0.3592814371257485,0.4642857142857143,neuron
0.49700598802395207,0.7602040816326531,silicon
0.4505988023952096,0.5629251700680272,gucci
0,0,prada
0.5029940119760479,0.5,lion
0.6279940119760479,0.7125850340136054,tigress
0.7761976047904192,0.6547619047619048,synth
0.4902694610778443,0.24489795918367346,matrix
0.2155688622754491,0.4268707482993197,stranger
1,0.4574829931972789,traffic
0.6803892215568862,0.5782312925170068,violent
0.6100299401197605,0.5391156462585034,PG
0.6706586826347305,0.6394557823129252,merch
0.5920658682634731,0.44727891156462585,email
0.5336826347305389,0.45918367346938777,block
0,0,crypto
0.4745508982035928,0.6666666666666666,comp
0.1317365269461078,0.40476190476190477,Zari
0.16092814371257486,0.31462585034013607,Tyson
0.19311377245508982,0.282312925170068,Simone
0.09730538922155689,0.27721088435374147,Kylie
0.14895209580838323,0.41836734693877553,Zendaya
0.218562874251497,0.18197278911564627,Beiber
0.2148203592814371,0.22789115646258504,Monroe
0.0748502994011976,0.21428571428571427,Diamond
0.16841317365269462,0.34523809523809523,Oprah
0.12425149700598802,0.2261904761904762,Markle
0.8488023952095808,0.6938775510204082,bot
0.4663173652694611,0.6870748299319728,npc
0.344311377245509,0.3843537414965986,anime
0.23652694610778444,0.5544217687074829,fantasia
0.6392215568862275,0.5374149659863946,westworld
0.5217065868263473,0.6972789115646258,PS3
0.19461077844311378,0.24829931972789115,wwe
0.6309880239520959,0.7534013605442177,neuron
0.5239520958083832,0.6173469387755102,silicon
0.4962574850299401,0.7721088435374149,gucci
0.43038922155688625,0.8435374149659864,prada
0.7170658682634731,0.6972789115646258,lion
0.8278443113772455,0.5476190476190477,tigress
0.41916167664670656,0.5289115646258503,synth
0.27245508982035926,0.5476190476190477,matrix
0.21631736526946108,0.33503401360544216,stranger
0.6137724550898204,0.5629251700680272,traffic
0.46182634730538924,0.6615646258503401,violent
0.4820359281437126,0.9455782312925171,PG
0.6549401197604791,0.37755102040816324,merch
0.5276946107784432,0.5476190476190477,email
0.5770958083832335,0.6445578231292517,block
0.5187125748502994,0.5170068027210885,crypto
0.4902694610778443,0.532312925170068,comp
0.14446107784431136,0.3486394557823129,Zari
0.19386227544910178,0.25170068027210885,Tyson
0.21931137724550898,0.1989795918367347,Simone
0.09880239520958084,0.3741496598639456,Kylie
0.1504491017964072,0.5391156462585034,Zendaya
0.24550898203592814,0.282312925170068,Beiber
0.21332335329341318,0.3299319727891156,Monroe
0.06661676646706587,0.24489795918367346,Diamond
0.19086826347305388,0.25510204081632654,Oprah
0.19910179640718562,0.2193877551020408,Markle
0.5778443113772455,0.6887755102040817,bot
0.6294910179640718,0.5561224489795918,npc
0.3630239520958084,0.45918367346938777,anime
0.5726047904191617,0.5578231292517006,fantasia
0.46107784431137727,0.5578231292517006,westworld
0.6953592814371258,0.6717687074829932,PS3
0.3652694610778443,0.17346938775510204,wwe
0.5089820359281437,0.6207482993197279,neuron
0.6624251497005988,0.44727891156462585,silicon
0.6025449101796407,0.7619047619047619,gucci
0.6339820359281437,0.6802721088435374,prada
0.0014970059880239522,0.05272108843537415,lion
0.4663173652694611,0.7091836734693877,tigress
0.49850299401197606,0.6122448979591837,synth
0.5381736526946108,0.6751700680272109,matrix
0.6317365269461078,0.5544217687074829,stranger
0.3345808383233533,0.45068027210884354,traffic
0.48502994011976047,0.8418367346938775,violent
0.5232035928143712,0.5561224489795918,PG
0.530688622754491,0.4387755102040816,merch
0.49925149700598803,0.5221088435374149,email
0.7791916167664671,0.5102040816326531,block
0.5164670658682635,0.445578231292517,crypto
0.48877245508982037,0.5884353741496599,comp
0.15494011976047903,0.23809523809523808,Zari
0.1279940119760479,0.3197278911564626,Tyson
0.19461077844311378,0.2687074829931973,Simone
0.09655688622754491,0.33503401360544216,Kylie
0.09955089820359281,0.36394557823129253,Zendaya
0.17589820359281438,0.21598639455782312,Beiber
0.19610778443113772,0.20918367346938777,Monroe
0.0718562874251497,0.1836734693877551,Diamond
0.21931137724550898,0.304421768707483,Oprah
0.23353293413173654,0.2465986394557823,Markle
0.012724550898203593,0.272108843537415,bot
0.5890718562874252,0.6768707482993197,npc
0.5538922155688623,0.5867346938775511,anime
0.4752994011976048,0.445578231292517,fantasia
0.5494011976047904,0.49489795918367346,westworld
0.5988023952095808,0.7074829931972789,PS3
0.8675149700598802,0.9438775510204082,wwe
0.3809880239520958,0.3129251700680272,neuron
0.49101796407185627,0.7210884353741497,silicon
0.5778443113772455,0.5204081632653061,gucci
0.5284431137724551,0.8520408163265306,prada
0.8278443113772455,0.5119047619047619,lion
0.36826347305389223,0.5952380952380952,tigress
0.38398203592814373,0.2789115646258503,synth
0.5741017964071856,0.4880952380952381,matrix
0.6833832335329342,0.5663265306122449,stranger
0.9004491017964071,0.5357142857142857,traffic
0.6654191616766467,0.6105442176870748,violent
0.6452095808383234,0.6496598639455783,PG
0.5194610778443114,0.6037414965986394,merch
0.4513473053892216,0.41836734693877553,email
0.8809880239520959,0.4710884353741497,block
0.5276946107784432,0.6071428571428571,crypto
0.43038922155688625,0.39625850340136054,comp
0.11377245508982035,0.3792517006802721,Zari
0.13248502994011976,0.29081632653061223,Tyson
0.21107784431137724,0.3129251700680272,Simone
0.07110778443113773,0.29591836734693877,Kylie
0.1504491017964072,0.5187074829931972,Zendaya
0.1631736526946108,0.20408163265306123,Beiber
0.1998502994011976,0.20748299319727892,Monroe
0.12050898203592815,0.23979591836734693,Diamond
0.17589820359281438,0.3469387755102041,Oprah
0.19086826347305388,0.19727891156462585,Markle
0.3158682634730539,0.5476190476190477,bot
0.46706586826347307,0.6649659863945578,npc
0.3166167664670659,0.46258503401360546,anime
0.5456586826347305,0.5680272108843537,fantasia
0.48727544910179643,0.41496598639455784,westworld
0.47380239520958084,0.6921768707482994,PS3
0.47904191616766467,0.49489795918367346,wwe
0.5770958083832335,0.70578231292517,neuron
0.5396706586826348,0.5170068027210885,silicon
0.5553892215568862,0.6921768707482994,gucci
0.5284431137724551,0.6071428571428571,prada
0.47380239520958084,0.5782312925170068,lion
0.5711077844311377,0.4574829931972789,tigress
0.0845808383233533,0.4846938775510204,synth
0.5920658682634731,0.42517006802721086,matrix
0.5508982035928144,0.5527210884353742,stranger
0.5029940119760479,0.6139455782312925,traffic
0.8390718562874252,0.6462585034013606,violent
0.27245508982035926,0.358843537414966,PG
0.4865269461077844,0.576530612244898,merch
0.4094311377245509,0.4013605442176871,email
0.5718562874251497,0.39285714285714285,block
0.6923652694610778,0.32482993197278914,crypto
0.46182634730538924,0.8605442176870748,comp
